가상번호,분류,제목,등록일자,처리상태
,,,,(처리완료)
22416,건설ㆍ교통,위험한 도로를 봐주세요!! (1),작성일시 : 2021/02/23,답변완료
,,,,(처리중)
22415,건설ㆍ교통,어두운 동네 골목길,작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22411,보건ㆍ복지,충장로 꼬냥이카페 방임학대,작성일시 : 2021/02/23,답변완료
,,,,(처리중)
22410,도시ㆍ건축,공평한 행정처분을 원합니다,작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22409,환경ㆍ청소,금남로 198 건물옆 건설 공사 현장 먼지가 너무 많아 불편합니다.,작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22408,기타,동구청장님께 (1),작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22407,공원ㆍ체육,무등산 원효사 주차장 (1),작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22405,건설ㆍ교통,도심주차장을 왜 일부 체육시설 이용자들이 통제하는지,작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22401,도시ㆍ건축,부당민원 반대,작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22396,건설ㆍ교통,잠자고 있는 가로등 (2),작성일시 : 2021/02/23,답변완료
,,,,(처리완료)
22393,기타,노상주차장 개인 점유,작성일시 : 2021/02/22,답변완료
,,,,(처리중)
22392,공원ㆍ체육,무등산 등산로,작성일시 : 2021/02/22,답변완료
,,,,(처리중)
22387,환경ㆍ청소,학동 704-3 에서 706-3 으로 가는길에 쓰레기 방치가 수개월이상 되었네요,작성일시 : 2021/02/22,답변완료
,,,,(처리완료)
22385,환경ㆍ청소,광주천산책로 (1),작성일시 : 2021/02/22,답변완료
,,,,(처리완료)
22381,기타,공용주차장 캠핑카 카라반 주차,작성일시 : 2021/02/22,답변완료
,,,,(처리중)
22379,기타,소음 방지및 야외 영업 금지요청,작성일시 : 2021/02/21,답변완료
,,,,(처리중)
22378,도시ㆍ건축,불법현수막 재설치건,작성일시 : 2021/02/20,답변완료
,,,,(처리완료)
22377,건설ㆍ교통,도로 불법적치물 방치 및 동구청 직원 근무 태만,작성일시 : 2021/02/19,답변완료
,,,,(처리중)
22376,건설ㆍ교통,전주철거요청,작성일시 : 2021/02/19,답변완료
,,,,(처리중)
22371,건설ㆍ교통,두산2차와 3차 사이 신설도로 인도에 어린이보호용 가드 설치바랍니다,작성일시 : 2021/02/19,답변완료
,,,,(처리완료)
22368,환경ㆍ청소,폐가전 문의,작성일시 : 2021/02/19,답변완료
,,,,(처리중)
22367,도시ㆍ건축,원룸 리모델링 공사 말도없이 시작하네요,작성일시 : 2021/02/19,답변완료
,,,,(처리완료)
22366,건설ㆍ교통,동구청은 주정차 위반 단속안해요?? (1),작성일시 : 2021/02/19,답변완료
,,,,(처리완료)
22362,보건ㆍ복지,전과자가 주민자치위원장이라면.... (2),작성일시 : 2021/02/18,답변완료
,,,,(처리완료)
22360,건설ㆍ교통,동구 불법주정차,작성일시 : 2021/02/18,답변완료
,,,,(처리완료)
22357,환경ㆍ청소,웰빙건강랜드사우나,작성일시 : 2021/02/18,답변완료
,,,,(처리완료)
22356,환경ㆍ청소,웰빙건강랜드사우나,작성일시 : 2021/02/18,답변완료
,,,,(처리완료)
22354,도시ㆍ건축,급)공동주택 안건 처리 시정,작성일시 : 2021/02/17,답변완료
,,,,(처리완료)
22353,공원ㆍ체육,운동기구 수선 (1),작성일시 : 2021/02/17,답변완료
,,,,(처리중)
22341,건설ㆍ교통,아문광장분수대를 회전교차로로변경~~~ (1),작성일시 : 2021/02/17,답변완료
,,,,(처리완료)
22330,건설ㆍ교통,홍림교(배고픈다리)근처 장보고싶은마트 노상적치물건,작성일시 : 2021/02/16,답변완료
,,,,(처리중)
22323,건설ㆍ교통,가로등 불이 안들어와요. (1),작성일시 : 2021/02/15,답변완료
,,,,(처리완료)
22322,기타,지산1동행정복지센터민원창구업무능력에 감탄합니다 (3),작성일시 : 2021/02/15,답변완료
,,,,(처리완료)
22321,환경ㆍ청소,[제안]투병페트병 재활용율을 높이는 사례 (1),작성일시 : 2021/02/15,답변완료
,,,,(처리완료)
22320,환경ㆍ청소,건설현장에서 나오는 소음과 먼지,작성일시 : 2021/02/15,답변완료
,,,,(처리완료)
22314,도시ㆍ건축,계림동 그랜드센트럴 상가 앞 인도 안전 휀스 훼손(도난) 빠른 보수 요청합니다!,작성일시 : 2021/02/15,답변완료
,,,,(처리중)
22313,미담사례,두 아주머니를 칭찬합니다 (1),작성일시 : 2021/02/15,답변완료
,,,,(처리완료)
22311,환경ㆍ청소,소음 공해를 유발한대형 도로 청소차 중지하길.,작성일시 : 2021/02/15,답변완료
,,,,(처리중)
22308,건설ㆍ교통,가로등 수선 요청,작성일시 : 2021/02/14,답변완료
,,,,(처리완료)
22307,기타,전망대 까페관련 민원이 폭주합니다,작성일시 : 2021/02/13,답변완료
,,,,(처리완료)
22306,건설ㆍ교통,계림동 홈플러스 출구방향 불법적치물로 인한 교통혼잡,작성일시 : 2021/02/10,답변완료
,,,,(처리중)
22302,공원ㆍ체육,운동시설 바닥 정리에 감사합니다. (1),작성일시 : 2021/02/10,답변완료
,,,,(처리완료)
22300,건설ㆍ교통,두산2차와 3차 사이 신설도로 인도에 어린이보호용 가드 설치바랍니다,작성일시 : 2021/02/10,답변완료
,,,,(처리중)
22297,건설ㆍ교통,나무전 거리에서 계림 오거리방향 신호체게 개선 필요합니다 (3),작성일시 : 2021/02/10,답변완료
,,,,(처리중)
22294,건설ㆍ교통,사고 조심지역 안내 필요 (1),작성일시 : 2021/02/10,답변완료
,,,,(처리완료)
22293,환경ㆍ청소,쓰레기,작성일시 : 2021/02/09,답변완료
,,,,(처리완료)
22291,건설ㆍ교통,장원4거리 신호등 (1),작성일시 : 2021/02/09,답변완료
,,,,(처리중)
22272,환경ㆍ청소,"대인동 고운하이츠 오피스텔 옆 건물 환경지도(타는 냄새, 화재방지, 분진) 부탁드립니다. (1)",작성일시 : 2021/02/08,답변완료
,,,,(처리완료)
22265,건설ㆍ교통,도로보수요청,작성일시 : 2021/02/08,답변완료
,,,,(처리완료)
22264,환경ㆍ청소,공영주차장쓰레기,작성일시 : 2021/02/08,답변완료
,,,,(처리완료)
22263,환경ㆍ청소,가로등불이 안들어와요,작성일시 : 2021/02/07,답변완료
,,,,(처리완료)
22262,건설ㆍ교통,반사거울?부탁드려요,작성일시 : 2021/02/07,답변완료
,,,,(처리완료)
22261,미담사례,빛고을신문이 알뜰해 졌어요^^ (1),작성일시 : 2021/02/07,답변완료
,,,,(처리완료)
22260,건설ㆍ교통,가로등 수리부탁드립니다. (1),작성일시 : 2021/02/07,답변완료
,,,,(처리완료)
22258,건설ㆍ교통,공터에 버려진 차를 치워주세요,작성일시 : 2021/02/06,답변완료
,,,,(처리중)
22257,환경ㆍ청소,제보합니다.,작성일시 : 2021/02/06,답변완료
,,,,(처리완료)
22256,도시ㆍ건축,가로등 수리 2차례 접수했는데 개선이 안되네요.,작성일시 : 2021/02/05,답변완료
,,,,(처리완료)
22255,건설ㆍ교통,도로 위험해요,작성일시 : 2021/02/05,답변완료
,,,,(처리중)
22251,건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 6,작성일시 : 2021/02/05,답변완료
,,,,(처리완료)
22249,건설ㆍ교통,동계천 노상주차장 불편사항에 대한 황당한 답변,작성일시 : 2021/02/05,답변완료
,,,,(처리중)
22244,건설ㆍ교통,사거리 코너 전봇대 이동 또는 제거요청 (3),작성일시 : 2021/02/04,답변완료
,,,,(처리중)
22243,도시ㆍ건축,광주학생문화예술지원센터 건립공사 관련 민원제기,작성일시 : 2021/02/04,답변완료
,,,,(처리중)
22239,공원ㆍ체육,수변공원 운동기구 바닥 (1),작성일시 : 2021/02/04,답변완료
,,,,(처리완료)
22233,도시ㆍ건축,가로등이 안켜져요 (1),작성일시 : 2021/02/03,답변완료
,,,,(처리완료)
22231,보건ㆍ복지,부탁드립니다.도와주세요,작성일시 : 2021/02/03,답변완료
,,,,(처리완료)
22230,건설ㆍ교통,경찰야간근무업무태만 (1),작성일시 : 2021/02/03,답변완료
,,,,(처리완료)
22226,환경ㆍ청소,꽃농원 에서 무언가 태우는 매케한 냄새때문에~ !!,작성일시 : 2021/02/02,답변완료
,,,,(처리완료)
22225,기타,천변 다리밑 불피우는것제지 요청 (1),작성일시 : 2021/02/02,답변완료
,,,,(처리완료)
22221,건설ㆍ교통,동계천 노상주차장 이용시 불편사항 (1),작성일시 : 2021/02/02,답변완료
,,,,(처리중)
22216,도시ㆍ건축,회의결과 공개이행 (1),작성일시 : 2021/02/02,답변완료
,,,,(처리완료)
22209,도시ㆍ건축,광주천 산책로 복구 요청드려요~ (1),작성일시 : 2021/02/01,답변완료
,,,,(처리중)
22208,공원ㆍ체육,성인게임장 단속 좀 해주세요!,작성일시 : 2021/02/01,답변완료
,,,,(처리중)
22204,도시ㆍ건축,시정촉구에 따른 선관위 이행 확인,작성일시 : 2021/01/31,답변완료
,,,,(처리완료)
22203,건설ㆍ교통,도로 포장 관련 민원입니다 (1),작성일시 : 2021/01/31,답변완료
,,,,(처리완료)
22186,건설ㆍ교통,도로 파임 제보2 (1),작성일시 : 2021/01/29,답변완료
,,,,(처리완료)
22184,환경ㆍ청소,내남지구 쓰레기 불법투기,작성일시 : 2021/01/29,답변완료
,,,,(처리완료)
22181,건설ㆍ교통,주차 문제가 있습니다.,작성일시 : 2021/01/28,답변완료
,,,,(처리완료)
22178,환경ㆍ청소,노벨상을 못받는 이유 (6),작성일시 : 2021/01/28,답변완료
,,,,(처리완료)
22172,환경ㆍ청소,노점상 단속 요청합니다,작성일시 : 2021/01/28,답변완료
,,,,(처리완료)
22170,기타,빛고을신문 (1),작성일시 : 2021/01/28,답변완료
,,,,(처리완료)
22169,건설ㆍ교통,보안등 교체 (1),작성일시 : 2021/01/27,답변완료
,,,,(처리완료)
22168,건설ㆍ교통,도로파손 보수 건의,작성일시 : 2021/01/27,답변완료
,,,,(처리중)
22167,문화ㆍ경제,중앙도서관 공사관련 부탁 (8),작성일시 : 2021/01/27,답변완료
,,,,(처리완료)
22164,건설ㆍ교통,도로부지 KT전주로 통행불편 및 안전사고 예방 관련 (1),작성일시 : 2021/01/27,답변완료
,,,,(처리중)
22163,기타,누수로 인한 조치 요청,작성일시 : 2021/01/27,답변완료
,,,,(처리완료)
22161,건설ㆍ교통,원인을 알 수 없는데 도로에 물이 샙니다 (1),작성일시 : 2021/01/27,답변완료
,,,,(처리완료)
22158,건설ㆍ교통,심각한 포트홀,작성일시 : 2021/01/26,답변완료
,,,,(처리완료)
22153,기타,서석초 닭 울음소리 밤마다 시끄럽습니다,작성일시 : 2021/01/26,답변완료
,,,,(처리중)
22152,건설ㆍ교통,어린이보호구역 지정 및 신호위반/과속단속카메라 설치 바랍니다. (2),작성일시 : 2021/01/26,답변완료
,,,,(처리완료)
22149,도시ㆍ건축,민원해결 내용 공유,작성일시 : 2021/01/26,답변완료
,,,,(처리완료)
22145,공원ㆍ체육,등산로 고쳐주세요.,작성일시 : 2021/01/25,답변완료
,,,,(처리중)
22144,건설ㆍ교통,장애인 주차 불법,작성일시 : 2021/01/25,답변완료
,,,,(처리완료)
22143,환경ㆍ청소,쓰레기 개판 청소 1주일에 한번은 합시다.,작성일시 : 2021/01/25,답변완료
,,,,(처리완료)
22140,건설ㆍ교통,포트홀 위험합니다 (1),작성일시 : 2021/01/25,답변완료
,,,,(처리중)
22139,환경ㆍ청소,하수구 악취 해결 부탁드립니다,작성일시 : 2021/01/25,답변완료
,,,,(처리완료)
22137,환경ㆍ청소,빈집철거 (2),작성일시 : 2021/01/25,답변완료
,,,,(처리완료)
22135,건설ㆍ교통,유명무실한 일방통행로 (1),작성일시 : 2021/01/25,답변완료
,,,,(처리완료)
22132,건설ㆍ교통,불법주정차 때문에 집에를 못들어갑니다.,작성일시 : 2021/01/25,답변완료
,,,,(처리완료)
22130,도시ㆍ건축,선관위의 해촉사유,작성일시 : 2021/01/23,답변완료
,,,,(처리완료)
22129,건설ㆍ교통,근절되지 않는 불법주정차 (1),작성일시 : 2021/01/23,답변완료
,,,,(처리완료)
22128,건설ㆍ교통,의재로 홀짝제 전자간판 고장 (3),작성일시 : 2021/01/23,답변완료
,,,,(처리완료)
22127,건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 5,작성일시 : 2021/01/23,답변완료
,,,,(처리완료)
22126,도시ㆍ건축,KT전주 철거요청 (1),작성일시 : 2021/01/22,답변완료
,,,,(처리중)
22119,공원ㆍ체육,운림골농원앞 광산이씨제각 위협적인 개 처리요청 (1),작성일시 : 2021/01/22,답변완료
,,,,(처리완료)
22118,환경ㆍ청소,주택가 쓰레기 등 수거일 제한 개선 요구,작성일시 : 2021/01/22,답변완료
,,,,(처리완료)
22116,건설ㆍ교통,불법주정차관련,작성일시 : 2021/01/22,답변완료
,,,,(처리완료)
22115,환경ㆍ청소,동구생긴이래최고치적_감사합니다 (1),작성일시 : 2021/01/21,답변완료
,,,,(처리완료)
22114,환경ㆍ청소,두 분의 할머니를 칭찬합니다 (2),작성일시 : 2021/01/21,답변완료
,,,,(처리완료)
22112,환경ㆍ청소,산책로에 있는 나무 교체나 가지치기좀 해주십시요,작성일시 : 2021/01/21,답변완료
,,,,(처리중)
22106,기타,왜 공유버튼이 안보일까요,작성일시 : 2021/01/21,답변완료
,,,,(처리완료)
22105,건설ㆍ교통,끼어들기 단속 좀 부탁드립니다. (1),작성일시 : 2021/01/21,답변완료
,,,,(처리완료)
22099,도시ㆍ건축,지하주차장 보수 시급합니다,작성일시 : 2021/01/21,답변완료
,,,,(처리중)
22088,건설ㆍ교통,신호체계 개선및 불번주정차단속!!!,작성일시 : 2021/01/20,답변완료
,,,,(처리완료)
22084,건설ㆍ교통,광주화순간 구도로에 아파트공사현장에서 흙탕물이 도로에 흘러감,작성일시 : 2021/01/20,답변완료
,,,,(처리완료)
22083,건설ㆍ교통,불법주정차 때문에 매우 불편함을 호소합니다.,작성일시 : 2021/01/20,답변완료
,,,,(처리완료)
22079,환경ㆍ청소,동구 계림동 이마트 푸른길 불법쓰레기투척 감시용 cctv,작성일시 : 2021/01/19,답변완료
,,,,(중장기시행)
22075,공원ㆍ체육,호랑가시나무를 살려 주세요!! (1),작성일시 : 2021/01/19,답변완료
,,,,(처리중)
22073,건설ㆍ교통,학운동 행정복지센터,작성일시 : 2021/01/19,답변완료
,,,,(처리완료)
22072,건설ㆍ교통,빠른 개통을 요청합니다.,작성일시 : 2021/01/19,답변완료
,,,,(처리완료)
22070,미담사례,미래교육과 송진희 선생님을 칭찬합니다. (1),작성일시 : 2021/01/19,답변완료
,,,,(처리완료)
22069,건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 4,작성일시 : 2021/01/19,답변완료
,,,,(처리완료)
22058,환경ㆍ청소,쓰레기 불법투기관련 문의,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22057,건설ㆍ교통,동명동 코발트 인근 도로 불법주차,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22056,문화ㆍ경제,"생각없는 동명동 도로개선사업, 보여주기식 도시재생 (9)",작성일시 : 2021/01/18,답변완료
,,,,(처리중)
22055,환경ㆍ청소,동명로 가로수 가지치기 문의합니다,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22054,건설ㆍ교통,비올때 배수,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22053,환경ㆍ청소,미세먼지신호등 설치 건의,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22052,건설ㆍ교통,지산동주택조합 이중계약 피해자입니다,작성일시 : 2021/01/18,답변완료
,,,,(처리중)
22051,도시ㆍ건축,동구 금동 오피스텔 건축으로 인한 단층주택 피해,작성일시 : 2021/01/18,답변완료
,,,,(중장기시행)
22050,도시ㆍ건축,지산2동 담벼락 허물어졌어요,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22048,건설ㆍ교통,도로파손 급 보수요망,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22039,건설ㆍ교통,도로배수공사요청,작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22036,환경ㆍ청소,쓰레기불법투기 처리좀 부탁드립니다,작성일시 : 2021/01/18,답변완료
,,,,(처리중)
22035,미담사례,제설작업 감사드립니다 (1),작성일시 : 2021/01/18,답변완료
,,,,(처리완료)
22034,건설ㆍ교통,무분별한 주정차 (1),작성일시 : 2021/01/16,답변완료
,,,,(처리완료)
22033,건설ㆍ교통,차량진출입시 수벽으로 인한 장애 일부조정안,작성일시 : 2021/01/16,답변완료
,,,,(처리완료)
22030,도시ㆍ건축,두산3차 흙파기 공사로 지반이 침하되 도로가 갈라지고 건물에 균열이 생겨도 두산은 모른체 합니다.,작성일시 : 2021/01/15,답변완료
,,,,(처리완료)
22029,건설ㆍ교통,노상 적치물로 인한 통행불편 민원,작성일시 : 2021/01/15,답변완료
,,,,(처리중)
22028,건설ㆍ교통,하수구함몰과 도로 파임,작성일시 : 2021/01/15,답변완료
,,,,(처리완료)
22023,도시ㆍ건축,불법건축 신고시,작성일시 : 2021/01/15,답변완료
,,,,(처리완료)
22022,보건ㆍ복지,동구보건소 감염병대응 문영성 계장님이하 동구 보건소 직원들을 칭찬합니다. (1),작성일시 : 2021/01/14,답변완료
,,,,(처리완료)
22021,건설ㆍ교통,공사장과 흙도로,작성일시 : 2021/01/14,답변완료
,,,,(처리완료)
22020,건설ㆍ교통,하수계에서 작업 하셨나요? (2),작성일시 : 2021/01/14,답변완료
,,,,(처리완료)
22018,건설ㆍ교통,천변 화장실이 얼었어요 고쳐주세요 (3),작성일시 : 2021/01/14,답변완료
,,,,(처리완료)
22013,건설ㆍ교통,도로 파임 제보,작성일시 : 2021/01/14,답변완료
,,,,(처리완료)
22012,기타,아파트 관리사무소 업무와 관련하여 문의드립니다.,작성일시 : 2021/01/13,답변완료
,,,,(처리중)
21988,환경ㆍ청소,도로청소가 전혀 안되고 있고 미화요원을 볼수가 없습니다 (1),작성일시 : 2021/01/13,답변완료
,,,,(처리중)
21985,도시ㆍ건축,"대수선, 구조변경 문의",작성일시 : 2021/01/13,답변완료
,,,,(처리중)
21984,건설ㆍ교통,다시 제보합니다. 좌회전하면서 도로안전망환경으로 사고위험,작성일시 : 2021/01/13,답변완료
,,,,(처리완료)
21980,환경ㆍ청소,조대병원정류장(전대병원방면) 환경정리 부탁드립니다.,작성일시 : 2021/01/12,답변완료
,,,,(처리중)
21979,건설ㆍ교통,안전을 위해 버스정류장을 이동해주세요 (1),작성일시 : 2021/01/12,답변완료
,,,,(처리완료)
21978,환경ㆍ청소,도로쪽 하수구가 막혀 배출이 않됩니다,작성일시 : 2021/01/12,답변완료
,,,,(처리완료)
21976,도시ㆍ건축,광신건설의 어이없는 답변,작성일시 : 2021/01/12,답변완료
,,,,(처리중)
21973,환경ㆍ청소,가로등 전구 교체 의뢰,작성일시 : 2021/01/11,답변완료
,,,,(처리완료)
21966,환경ㆍ청소,생활쓰레기 집앞 무단투기,작성일시 : 2021/01/11,답변완료
,,,,(중장기시행)
21964,환경ㆍ청소,보일러 교체 지원 사업 추진,작성일시 : 2021/01/10,답변완료
,,,,(처리완료)
21963,건설ㆍ교통,신호등방항이 틀어졌어요 (1),작성일시 : 2021/01/10,답변완료
,,,,(처리완료)
21962,건설ㆍ교통,동명동 제설작업 (1),작성일시 : 2021/01/10,답변완료
,,,,(처리완료)
21961,환경ㆍ청소,쓰레기가 인도를 막아요,작성일시 : 2021/01/10,답변완료
,,,,(처리완료)
21960,기타,가로등 설치 부탁드립니다,작성일시 : 2021/01/10,답변완료
,,,,(처리완료)
21959,도시ㆍ건축,동별 준공검사시 지하주차장 방수 상태는 확인하셨나요?,작성일시 : 2021/01/09,답변완료
,,,,(처리중)
21958,도시ㆍ건축,지하주자창 천장 뚫지마세요,작성일시 : 2021/01/09,답변완료
,,,,(처리중)
21955,건설ㆍ교통,조속히 지하주차장 방수공사 다시 철저히 하도록 지시 감독해주십시요,작성일시 : 2021/01/09,답변완료
,,,,(처리중)
21954,환경ㆍ청소,광주천 수질문제 (1),작성일시 : 2021/01/09,답변완료
,,,,(처리완료)
21953,기타,악취로 힘듭니다.,작성일시 : 2021/01/08,답변완료
,,,,(처리완료)
21952,도시ㆍ건축,동구 오피스텔 건축으로 인한 단층주택 붕괴,작성일시 : 2021/01/08,답변완료
,,,,(처리중)
21948,기타,2009년 주정차위반과태료 청구서가 10년째!!!!!!,작성일시 : 2021/01/08,답변완료
,,,,(처리완료)
21944,건설ㆍ교통,원룸 주차장 월주차 문제 (1),작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21940,기타,동구 관내 제설함 위치 문의드립니다,작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21939,건설ㆍ교통,광주와 화순을 잇는 경전철에 대해서 (1),작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21938,건설ㆍ교통,제설작업,작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21937,도시ㆍ건축,건축물 대수선 허가 문의,작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21936,건설ㆍ교통,소태역환승주차장 골목길 출입구 언덕 제설작업 요청드립니다.,작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21934,보건ㆍ복지,복지카드,작성일시 : 2021/01/07,답변완료
,,,,(처리중)
21929,환경ㆍ청소,정보통신법 위반,작성일시 : 2021/01/07,답변완료
,,,,(처리완료)
21928,건설ㆍ교통,주차 단속 (1),작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21926,환경ㆍ청소,동구 청소대행업체 신규사원공개채용하라,작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21924,건설ㆍ교통,"광주에서 화순가는 구너릿재,신너릿재 제설작업 (2)",작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21923,건설ㆍ교통,화순으로 연결되는 경전철사업에 너릿재역 꼭 부탁드립니다! (1),작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21922,건설ㆍ교통,지하철관련질문 (1),작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21918,환경ㆍ청소,보기에흉합니다,작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21916,보건ㆍ복지,코로나 5인집합 ~~~,작성일시 : 2021/01/06,답변완료
,,,,(처리중)
21914,건설ㆍ교통,불법주차,작성일시 : 2021/01/06,답변완료
,,,,(처리완료)
21913,환경ㆍ청소,마스크 안쓰는 업장 단속안하나요?,작성일시 : 2021/01/05,답변완료
,,,,(처리중)
21912,건설ㆍ교통,동적골 재설작업,작성일시 : 2021/01/05,답변완료
,,,,(처리중)
21911,건설ㆍ교통,골목 차량 진입문제..,작성일시 : 2021/01/05,답변완료
,,,,(처리완료)
21910,건설ㆍ교통,지원1동 행정복지센터 전기차충전소,작성일시 : 2021/01/05,답변완료
,,,,(처리중)
21907,보건ㆍ복지,방역지침 차별에 대한 답변을 이해할 수 없습니다,작성일시 : 2021/01/05,답변완료
,,,,(처리완료)
21900,문화ㆍ경제,코로나 식당및카페 방역지침 차이 이유,작성일시 : 2021/01/04,답변완료
,,,,(처리중)
21898,환경ㆍ청소,불냄새가 심하게 나요 (1),작성일시 : 2021/01/04,답변완료
,,,,(처리완료)
21897,기타,너무불쾌합니다. (3),작성일시 : 2021/01/04,답변완료
,,,,(처리중)
21889,기타,코로나 19 브런치카페 운영,작성일시 : 2021/01/03,답변완료
,,,,(처리완료)
21888,기타,"동의 없는 cctv 설치 때문에 초상권, 사생활 침해가 됩니다. 2번째 (3)",작성일시 : 2021/01/02,답변완료
,,,,(처리완료)
21887,도시ㆍ건축,처마 물받이를 설치요청했으나...,작성일시 : 2021/01/01,답변완료
,,,,(처리완료)
21884,건설ㆍ교통,장기방치차량 (1),작성일시 : 2020/12/31,답변완료
,,,,(처리중)
21876,건설ㆍ교통,지산휴먼시아 오르막길 제설작업,작성일시 : 2020/12/31,답변완료
,,,,(처리완료)
21874,환경ㆍ청소,산수1동제설작업 (1),작성일시 : 2020/12/31,답변완료
,,,,(처리완료)
21864,환경ㆍ청소,폐기물 무단투기 처리요청,작성일시 : 2020/12/30,답변완료
,,,,(처리중)
21862,보건ㆍ복지,꿈자람카드,작성일시 : 2020/12/30,답변완료
,,,,(처리완료)
21856,건설ㆍ교통,신너릿재터널 제설작업,작성일시 : 2020/12/30,답변완료
,,,,(처리중)
21849,건설ㆍ교통,재설작업 부탁드려요,작성일시 : 2020/12/30,답변완료
,,,,(처리중)
21847,건설ㆍ교통,제설작업 좀 하세요,작성일시 : 2020/12/30,답변완료
,,,,(처리중)
21846,환경ㆍ청소,동구 금동 골목길 메탄까스 냄새,작성일시 : 2020/12/30,답변완료
,,,,(처리완료)
21843,건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 3번째,작성일시 : 2020/12/30,답변완료
,,,,(처리완료)
21841,도시ㆍ건축,[빛공해] 아파트전면부에 새로생긴 건물 간판으로 인해서 고통을 받고있습니다,작성일시 : 2020/12/30,답변완료
,,,,(처리완료)
21840,기타,12/22 작성한 21768번 언제 답변 주시나요??,작성일시 : 2020/12/29,답변완료
,,,,(처리중)
21837,미담사례,2020 동구 청년참여위원회 활동을 돌아보며 (4),작성일시 : 2020/12/29,답변완료
,,,,(처리완료)
21836,기타,"cctv 때문에 사생활, 초상권 침해가 됩니다 (2)",작성일시 : 2020/12/29,답변완료
,,,,(처리완료)
21835,환경ㆍ청소,가로수 낙엽...아직도...개선이 안되고(2018년12월 이후) (1),작성일시 : 2020/12/29,답변완료
,,,,(처리중)
21833,도시ㆍ건축,골목길 입구 방범등이 필요해요,작성일시 : 2020/12/29,답변완료
,,,,(처리완료)
21832,건설ㆍ교통,맨홀 뚜겅 조치,작성일시 : 2020/12/29,답변완료
,,,,(처리중)
21831,도시ㆍ건축,산수1동 사랑채관련 피해가 있습니다,작성일시 : 2020/12/29,답변완료
,,,,(처리중)
21829,도시ㆍ건축,광신건설사의 불법인 분양대금10%착취 (3),작성일시 : 2020/12/28,답변완료
,,,,(처리중)
21826,도시ㆍ건축,광신건설이 3년동안 지하주차장 하자보수공사 하지않은 이유 (2),작성일시 : 2020/12/28,답변완료
,,,,(처리중)
21824,건설ㆍ교통,주민 산책로인 구와산의 무성한 산림을 파헤치고 아파트 허가가 웬말인가,작성일시 : 2020/12/28,답변완료
,,,,(처리중)
21813,건설ㆍ교통,버스승강장버스노선훼손,작성일시 : 2020/12/28,답변완료
,,,,(처리중)
21808,환경ㆍ청소,광주는 단속 안합니까? 술집 오후 9시 이후 영업,작성일시 : 2020/12/27,답변완료
,,,,(처리완료)
21807,환경ㆍ청소,무분별 소각에따른 생활피해 (1),작성일시 : 2020/12/27,답변완료
,,,,(처리완료)
21806,건설ㆍ교통,맨홀주변도로꺼짐,작성일시 : 2020/12/27,답변완료
,,,,(처리완료)
21805,환경ㆍ청소,청결 사업 확대,작성일시 : 2020/12/26,답변완료
,,,,(처리중)
21804,보건ㆍ복지,장애인 주차 불법,작성일시 : 2020/12/26,답변완료
,,,,(처리중)
21803,건설ㆍ교통,겨울철 도로결빙 걱정,작성일시 : 2020/12/25,답변완료
,,,,(처리중)
21802,기타,당산나무 회복에 함께 해주셔서 감사합니다. (4),작성일시 : 2020/12/25,답변완료
,,,,(처리완료)
21801,도시ㆍ건축,시정 지시란?,작성일시 : 2020/12/24,답변완료
,,,,(처리완료)
21800,건설ㆍ교통,동구벤처빌딩 옆에 있는 (1),작성일시 : 2020/12/24,답변완료
,,,,(처리중)
21799,환경ㆍ청소,"자동차 소음, 공회전 신고",작성일시 : 2020/12/24,답변완료
,,,,(처리완료)
21790,건설ㆍ교통,건설 도로보수 민원,작성일시 : 2020/12/24,답변완료
,,,,(처리중)
